plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
brusselator,17,97998327891581995/288230376151711744,published,endpoint,x,0x1.106d51e982e8dp+1,0x1.28e9fb6ac1f5cp+1,0x1.106d51e982e8dp+1,0x1.28e9fb6ac1f5cp+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,published,endpoint,y,0x1.ec77c5ea6693dp+0,0x1.062caa2fd93edp+1,0x1.ec77c5ea6693dp+0,0x1.062caa2fd93edp+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,published,tube,x,0x1.0b2547d71f204p+1,0x1.291c40d124dcep+1,0x1.0b2547d71f204p+1,0x1.291c40d124dcep+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,published,tube,y,0x1.e951ff64ee64dp+0,0x1.0fea7e410abe0p+1,0x1.e951ff64ee64dp+0,0x1.0fea7e410abe0p+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,common,endpoint,x,0x1.106d51e982e9bp+1,0x1.28e9fb6ac1f4ep+1,0x1.106d51e982e9bp+1,0x1.28e9fb6ac1f4ep+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,common,endpoint,y,0x1.ec77c5ea6694ap+0,0x1.062caa2fd93e0p+1,0x1.ec77c5ea6694ap+0,0x1.062caa2fd93e0p+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,common,tube,x,0x1.0b2547d71f22dp+1,0x1.291c40d124da6p+1,0x1.0b2547d71f22dp+1,0x1.291c40d124da6p+1,True,1.0
brusselator,17,97998327891581995/288230376151711744,common,tube,y,0x1.e951ff64ee677p+0,0x1.0fea7e410abbap+1,0x1.e951ff64ee677p+0,0x1.0fea7e410abbap+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,published,endpoint,x,0x1.14d1f38d7690dp+1,0x1.2e0cf39103e91p+1,0x1.14d1f38d7690dp+1,0x1.2e0cf39103e91p+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,published,endpoint,y,0x1.dbb2d55219a77p+0,0x1.fd556e7ef874cp+0,0x1.dbb2d55219a77p+0,0x1.fd556e7ef874cp+0,True,1.0
brusselator,18,51881467707308115/144115188075855872,published,tube,x,0x1.0fd28705655dap+1,0x1.2e48adfbde888p+1,0x1.0fd28705655dap+1,0x1.2e48adfbde888p+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,published,tube,y,0x1.d82c91513ffc7p+0,0x1.085ff3cfee0eap+1,0x1.d82c91513ffc7p+0,0x1.085ff3cfee0eap+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,common,endpoint,x,0x1.14d1f38d7691ap+1,0x1.2e0cf39103e84p+1,0x1.14d1f38d7691ap+1,0x1.2e0cf39103e84p+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,common,endpoint,y,0x1.dbb2d55219a84p+0,0x1.fd556e7ef873fp+0,0x1.dbb2d55219a84p+0,0x1.fd556e7ef873fp+0,True,1.0
brusselator,18,51881467707308115/144115188075855872,common,tube,x,0x1.0fd2870565603p+1,0x1.2e48adfbde860p+1,0x1.0fd2870565603p+1,0x1.2e48adfbde860p+1,True,1.0
brusselator,18,51881467707308115/144115188075855872,common,tube,y,0x1.d82c91513fff1p+0,0x1.085ff3cfee0c6p+1,0x1.d82c91513fff1p+0,0x1.085ff3cfee0c6p+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,published,endpoint,x,0x1.18ed0b0731658p+1,0x1.32bd3ce2d7830p+1,0x1.18ed0b0731658p+1,0x1.32bd3ce2d7830p+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,published,endpoint,y,0x1.cb9e3cd2da79ep+0,0x1.eebbbf8168ce3p+0,0x1.cb9e3cd2da79ep+0,0x1.eebbbf8168ce3p+0,True,1.0
brusselator,19,109527542937650465/288230376151711744,published,tube,x,0x1.144303a176f4ep+1,0x1.3301a0678d5b8p+1,0x1.144303a176f4ep+1,0x1.3301a0678d5b8p+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,published,tube,y,0x1.c7bdccea6189bp+0,0x1.00f99cee3632cp+1,0x1.c7bdccea6189bp+0,0x1.00f99cee3632cp+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,common,endpoint,x,0x1.18ed0b0731666p+1,0x1.32bd3ce2d7822p+1,0x1.18ed0b0731666p+1,0x1.32bd3ce2d7822p+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,common,endpoint,y,0x1.cb9e3cd2da7abp+0,0x1.eebbbf8168cd6p+0,0x1.cb9e3cd2da7abp+0,0x1.eebbbf8168cd6p+0,True,1.0
brusselator,19,109527542937650465/288230376151711744,common,tube,x,0x1.144303a176f77p+1,0x1.3301a0678d590p+1,0x1.144303a176f77p+1,0x1.3301a0678d590p+1,True,1.0
brusselator,19,109527542937650465/288230376151711744,common,tube,y,0x1.c7bdccea618c2p+0,0x1.00f99cee3630bp+1,0x1.c7bdccea618c2p+0,0x1.00f99cee3630bp+1,True,1.0
brusselator,20,28823037615171175/72057594037927936,published,endpoint,x,0x1.1cb943b3d3760p+1,0x1.36eb0dbd0f4cbp+1,0x1.1cb943b3d3760p+1,0x1.36eb0dbd0f4cbp+1,True,1.0
brusselator,20,28823037615171175/72057594037927936,published,endpoint,y,0x1.bc58747908dc5p+0,0x1.e0a0010d31bc1p+0,0x1.bc58747908dc5p+0,0x1.e0a0010d31bc1p+0,True,1.0
brusselator,20,28823037615171175/72057594037927936,published,tube,x,0x1.187052a6b4a8ap+1,0x1.3736f58fb970bp+1,0x1.187052a6b4a8ap+1,0x1.3736f58fb970bp+1,True,1.0
brusselator,20,28823037615171175/72057594037927936,published,tube,y,0x1.b82751efd898fp+0,0x1.f381f001d2b78p+0,0x1.b82751efd898fp+0,0x1.f381f001d2b78p+0,True,1.0
brusselator,20,28823037615171175/72057594037927936,common,endpoint,x,0x1.1cb943b3d376ep+1,0x1.36eb0dbd0f4bep+1,0x1.1cb943b3d376ep+1,0x1.36eb0dbd0f4bep+1,True,1.0
brusselator,20,28823037615171175/72057594037927936,common,endpoint,y,0x1.bc58747908dd3p+0,0x1.e0a0010d31bb4p+0,0x1.bc58747908dd3p+0,0x1.e0a0010d31bb4p+0,True,1.0
brusselator,20,28823037615171175/72057594037927936,common,tube,x,0x1.187052a6b4ab4p+1,0x1.3736f58fb96e2p+1,0x1.187052a6b4ab4p+1,0x1.3736f58fb96e2p+1,True,1.0
brusselator,20,28823037615171175/72057594037927936,common,tube,y,0x1.b82751efd89b5p+0,0x1.f381f001d2b50p+0,0x1.b82751efd89b5p+0,0x1.f381f001d2b50p+0,True,1.0
brusselator,21,121056757983718935/288230376151711744,published,endpoint,x,0x1.202eeacdcb773p+1,0x1.3a8c8cdceb5f2p+1,0x1.202eeacdcb773p+1,0x1.3a8c8cdceb5f2p+1,True,1.0
brusselator,21,121056757983718935/288230376151711744,published,endpoint,y,0x1.adfad7b519b98p+0,0x1.d314ab28ce181p+0,0x1.adfad7b519b98p+0,0x1.d314ab28ce181p+0,True,1.0
brusselator,21,121056757983718935/288230376151711744,published,tube,x,0x1.1c513edc1599ep+1,0x1.3ade90cb2a3dfp+1,0x1.1c513edc1599ep+1,0x1.3ade90cb2a3dfp+1,True,1.0
brusselator,21,121056757983718935/288230376151711744,published,tube,y,0x1.a98555c1a0108p+0,0x1.e57ed0a9ba535p+0,0x1.a98555c1a0108p+0,0x1.e57ed0a9ba535p+0,True,1.0
brusselator,21,121056757983718935/288230376151711744,common,endpoint,x,0x1.202eeacdcb781p+1,0x1.3a8c8cdceb5e5p+1,0x1.202eeacdcb781p+1,0x1.3a8c8cdceb5e5p+1,True,1.0
brusselator,21,121056757983718935/288230376151711744,common,endpoint,y,0x1.adfad7b519ba4p+0,0x1.d314ab28ce175p+0,0x1.adfad7b519ba4p+0,0x1.d314ab28ce175p+0,True,1.0
brusselator,21,121056757983718935/288230376151711744,common,tube,x,0x1.1c513edc159c6p+1,0x1.3ade90cb2a3b8p+1,0x1.1c513edc159c6p+1,0x1.3ade90cb2a3b8p+1,True,1.0
brusselator,21,121056757983718935/288230376151711744,common,tube,y,0x1.a98555c1a012ep+0,0x1.e57ed0a9ba50ep+0,0x1.a98555c1a012ep+0,0x1.e57ed0a9ba50ep+0,True,1.0
brusselator,22,63410682753376585/144115188075855872,published,endpoint,x,0x1.23474c0805da9p+1,0x1.3d9aedfa85165p+1,0x1.23474c0805da9p+1,0x1.3d9aedfa85165p+1,True,1.0
brusselator,22,63410682753376585/144115188075855872,published,endpoint,y,0x1.a097343738bccp+0,0x1.c62c4c0cb4a00p+0,0x1.a097343738bccp+0,0x1.c62c4c0cb4a00p+0,True,1.0
brusselator,22,63410682753376585/144115188075855872,published,tube,x,0x1.1fdc3c8bd8bd0p+1,0x1.3df2786ac7552p+1,0x1.1fdc3c8bd8bd0p+1,0x1.3df2786ac7552p+1,True,1.0
brusselator,22,63410682753376585/144115188075855872,published,tube,y,0x1.9beb5d8988d19p+0,0x1.d7fe6c8194879p+0,0x1.9beb5d8988d19p+0,0x1.d7fe6c8194879p+0,True,1.0
brusselator,22,63410682753376585/144115188075855872,common,endpoint,x,0x1.23474c0805db6p+1,0x1.3d9aedfa85156p+1,0x1.23474c0805db6p+1,0x1.3d9aedfa85156p+1,True,1.0
brusselator,22,63410682753376585/144115188075855872,common,endpoint,y,0x1.a097343738bd9p+0,0x1.c62c4c0cb49f3p+0,0x1.a097343738bd9p+0,0x1.c62c4c0cb49f3p+0,True,1.0
brusselator,22,63410682753376585/144115188075855872,common,tube,x,0x1.1fdc3c8bd8bfbp+1,0x1.3df2786ac7528p+1,0x1.1fdc3c8bd8bfbp+1,0x1.3df2786ac7528p+1,True,1.0
brusselator,22,63410682753376585/144115188075855872,common,tube,y,0x1.9beb5d8988d40p+0,0x1.d7fe6c8194852p+0,0x1.9beb5d8988d40p+0,0x1.d7fe6c8194852p+0,True,1.0
brusselator,23,132585973029787405/288230376151711744,published,endpoint,x,0x1.25f95df19ac56p+1,0x1.401610096ca53p+1,0x1.25f95df19ac56p+1,0x1.401610096ca53p+1,True,1.0
brusselator,23,132585973029787405/288230376151711744,published,endpoint,y,0x1.943934d8d4177p+0,0x1.b9f75cea52b80p+0,0x1.943934d8d4177p+0,0x1.b9f75cea52b80p+0,True,1.0
brusselator,23,132585973029787405/288230376151711744,published,tube,x,0x1.2305bfdea4849p+1,0x1.4072e585522eap+1,0x1.2305bfdea4849p+1,0x1.4072e585522eap+1,True,1.0
brusselator,23,132585973029787405/288230376151711744,published,tube,y,0x1.8f661c72da87dp+0,0x1.cb144ab860bacp+0,0x1.8f661c72da87dp+0,0x1.cb144ab860bacp+0,True,1.0
brusselator,23,132585973029787405/288230376151711744,common,endpoint,x,0x1.25f95df19ac63p+1,0x1.401610096ca46p+1,0x1.25f95df19ac63p+1,0x1.401610096ca46p+1,True,1.0
brusselator,23,132585973029787405/288230376151711744,common,endpoint,y,0x1.943934d8d4185p+0,0x1.b9f75cea52b72p+0,0x1.943934d8d4185p+0,0x1.b9f75cea52b72p+0,True,1.0
brusselator,23,132585973029787405/288230376151711744,common,tube,x,0x1.2305bfdea4870p+1,0x1.4072e585522c2p+1,0x1.2305bfdea4870p+1,0x1.4072e585522c2p+1,True,1.0
brusselator,23,132585973029787405/288230376151711744,common,tube,y,0x1.8f661c72da8a6p+0,0x1.cb144ab860b83p+0,0x1.8f661c72da8a6p+0,0x1.cb144ab860b83p+0,True,1.0
brusselator,24,17293822569102705/36028797018963968,published,endpoint,x,0x1.283ca228c6706p+1,0x1.4201a6976258ep+1,0x1.283ca228c6706p+1,0x1.4201a6976258ep+1,True,1.0
brusselator,24,17293822569102705/36028797018963968,published,endpoint,y,0x1.88e07143a28bdp+0,0x1.ae89f2923b311p+0,0x1.88e07143a28bdp+0,0x1.ae89f2923b311p+0,True,1.0
brusselator,24,17293822569102705/36028797018963968,published,tube,x,0x1.25c476e9eb9e3p+1,0x1.42623007402b6p+1,0x1.25c476e9eb9e3p+1,0x1.42623007402b6p+1,True,1.0
brusselator,24,17293822569102705/36028797018963968,published,tube,y,0x1.83f30e92bf518p+0,0x1.bedad622db335p+0,0x1.83f30e92bf518p+0,0x1.bedad622db335p+0,True,1.0
brusselator,24,17293822569102705/36028797018963968,common,endpoint,x,0x1.283ca228c6713p+1,0x1.4201a69762580p+1,0x1.283ca228c6713p+1,0x1.4201a69762580p+1,True,1.0
brusselator,24,17293822569102705/36028797018963968,common,endpoint,y,0x1.88e07143a28cap+0,0x1.ae89f2923b304p+0,0x1.88e07143a28cap+0,0x1.ae89f2923b304p+0,True,1.0
brusselator,24,17293822569102705/36028797018963968,common,tube,x,0x1.25c476e9eba0bp+1,0x1.426230074028ep+1,0x1.25c476e9eba0bp+1,0x1.426230074028ep+1,True,1.0
brusselator,24,17293822569102705/36028797018963968,common,tube,y,0x1.83f30e92bf53cp+0,0x1.bedad622db312p+0,0x1.83f30e92bf53cp+0,0x1.bedad622db312p+0,True,1.0
brusselator,25,144115188075855875/288230376151711744,published,endpoint,x,0x1.2a15a5b3da26bp+1,0x1.43588292e3ed2p+1,0x1.2a15a5b3da26bp+1,0x1.43588292e3ed2p+1,True,1.0
brusselator,25,144115188075855875/288230376151711744,published,endpoint,y,0x1.7e8a91931b2c1p+0,0x1.a3f1dbca9fd45p+0,0x1.7e8a91931b2c1p+0,0x1.a3f1dbca9fd45p+0,True,1.0
brusselator,25,144115188075855875/288230376151711744,published,tube,x,0x1.281ac23900e9ep+1,0x1.43bb3a18c25b0p+1,0x1.281ac23900e9ep+1,0x1.43bb3a18c25b0p+1,True,1.0
brusselator,25,144115188075855875/288230376151711744,published,tube,y,0x1.798adb402da4dp+0,0x1.b36906f71fc46p+0,0x1.798adb402da4dp+0,0x1.b36906f71fc46p+0,True,1.0
brusselator,25,144115188075855875/288230376151711744,common,endpoint,x,0x1.2a15a5b3da279p+1,0x1.43588292e3ec4p+1,0x1.2a15a5b3da279p+1,0x1.43588292e3ec4p+1,True,1.0
brusselator,25,144115188075855875/288230376151711744,common,endpoint,y,0x1.7e8a91931b2cep+0,0x1.a3f1dbca9fd38p+0,0x1.7e8a91931b2cep+0,0x1.a3f1dbca9fd38p+0,True,1.0
brusselator,25,144115188075855875/288230376151711744,common,tube,x,0x1.281ac23900ec7p+1,0x1.43bb3a18c2586p+1,0x1.281ac23900ec7p+1,0x1.43bb3a18c2586p+1,True,1.0
brusselator,25,144115188075855875/288230376151711744,common,tube,y,0x1.798adb402da76p+0,0x1.b36906f71fc1dp+0,0x1.798adb402da76p+0,0x1.b36906f71fc1dp+0,True,1.0
brusselator,26,74939897799445055/144115188075855872,published,endpoint,x,0x1.2b8411b3dd4a1p+1,0x1.441e41bd4c36bp+1,0x1.2b8411b3dd4a1p+1,0x1.441e41bd4c36bp+1,True,1.0
brusselator,26,74939897799445055/144115188075855872,published,endpoint,y,0x1.7541b041594c1p+0,0x1.9a28950f31d7bp+0,0x1.7541b041594c1p+0,0x1.9a28950f31d7bp+0,True,1.0
brusselator,26,74939897799445055/144115188075855872,published,tube,x,0x1.2a06073418237p+1,0x1.4481f4a3a306dp+1,0x1.2a06073418237p+1,0x1.4481f4a3a306dp+1,True,1.0
brusselator,26,74939897799445055/144115188075855872,published,tube,y,0x1.703e12542891cp+0,0x1.a8b5cc643649cp+0,0x1.703e12542891cp+0,0x1.a8b5cc643649cp+0,True,1.0
brusselator,26,74939897799445055/144115188075855872,common,endpoint,x,0x1.2b8411b3dd4afp+1,0x1.441e41bd4c35dp+1,0x1.2b8411b3dd4afp+1,0x1.441e41bd4c35dp+1,True,1.0
brusselator,26,74939897799445055/144115188075855872,common,endpoint,y,0x1.7541b041594cfp+0,0x1.9a28950f31d6ep+0,0x1.7541b041594cfp+0,0x1.9a28950f31d6ep+0,True,1.0
brusselator,26,74939897799445055/144115188075855872,common,tube,x,0x1.2a06073418260p+1,0x1.4481f4a3a3044p+1,0x1.2a06073418260p+1,0x1.4481f4a3a3044p+1,True,1.0
brusselator,26,74939897799445055/144115188075855872,common,tube,y,0x1.703e125428941p+0,0x1.a8b5cc6436475p+0,0x1.703e125428941p+0,0x1.a8b5cc6436475p+0,True,1.0
brusselator,27,155644403121924345/288230376151711744,published,endpoint,x,0x1.2c878b5672779p+1,0x1.4459f0dde0c06p+1,0x1.2c878b5672779p+1,0x1.4459f0dde0c06p+1,True,1.0
brusselator,27,155644403121924345/288230376151711744,published,endpoint,y,0x1.6cff44c0e2b71p+0,0x1.91313466899ebp+0,0x1.6cff44c0e2b71p+0,0x1.91313466899ebp+0,True,1.0
brusselator,27,155644403121924345/288230376151711744,published,tube,x,0x1.2b8488157c3f7p+1,0x1.44bd1abd5e284p+1,0x1.2b8488157c3f7p+1,0x1.44bd1abd5e284p+1,True,1.0
brusselator,27,155644403121924345/288230376151711744,published,tube,y,0x1.680466d38f526p+0,0x1.9ec983d034372p+0,0x1.680466d38f526p+0,0x1.9ec983d034372p+0,True,1.0
brusselator,27,155644403121924345/288230376151711744,common,endpoint,x,0x1.2c878b5672787p+1,0x1.4459f0dde0bf9p+1,0x1.2c878b5672787p+1,0x1.4459f0dde0bf9p+1,True,1.0
brusselator,27,155644403121924345/288230376151711744,common,endpoint,y,0x1.6cff44c0e2b7dp+0,0x1.91313466899dfp+0,0x1.6cff44c0e2b7dp+0,0x1.91313466899dfp+0,True,1.0
brusselator,27,155644403121924345/288230376151711744,common,tube,x,0x1.2b8488157c422p+1,0x1.44bd1abd5e25bp+1,0x1.2b8488157c422p+1,0x1.44bd1abd5e25bp+1,True,1.0
brusselator,27,155644403121924345/288230376151711744,common,tube,y,0x1.680466d38f54dp+0,0x1.9ec983d03434ap+0,0x1.680466d38f54dp+0,0x1.9ec983d03434ap+0,True,1.0
brusselator,28,40352252661239645/72057594037927936,published,endpoint,x,0x1.2d22e46d104eep+1,0x1.44124917261f5p+1,0x1.2d22e46d104eep+1,0x1.44124917261f5p+1,True,1.0
brusselator,28,40352252661239645/72057594037927936,published,endpoint,y,0x1.65b83a83e3a66p+0,0x1.890d56722bccap+0,0x1.65b83a83e3a66p+0,0x1.890d56722bccap+0,True,1.0
brusselator,28,40352252661239645/72057594037927936,published,tube,x,0x1.2c978387c5c3ep+1,0x1.44738af9ef897p+1,0x1.2c978387c5c3ep+1,0x1.44738af9ef897p+1,True,1.0
brusselator,28,40352252661239645/72057594037927936,published,tube,y,0x1.60d1324b477cap+0,0x1.95aa60e70fb61p+0,0x1.60d1324b477cap+0,0x1.95aa60e70fb61p+0,True,1.0
brusselator,28,40352252661239645/72057594037927936,common,endpoint,x,0x1.2d22e46d104fbp+1,0x1.44124917261e8p+1,0x1.2d22e46d104fbp+1,0x1.44124917261e8p+1,True,1.0
brusselator,28,40352252661239645/72057594037927936,common,endpoint,y,0x1.65b83a83e3a74p+0,0x1.890d56722bcbcp+0,0x1.65b83a83e3a74p+0,0x1.890d56722bcbcp+0,True,1.0
brusselator,28,40352252661239645/72057594037927936,common,tube,x,0x1.2c978387c5c66p+1,0x1.44738af9ef870p+1,0x1.2c978387c5c66p+1,0x1.44738af9ef870p+1,True,1.0
brusselator,28,40352252661239645/72057594037927936,common,tube,y,0x1.60d1324b477f2p+0,0x1.95aa60e70fb39p+0,0x1.60d1324b477f2p+0,0x1.95aa60e70fb39p+0,True,1.0
brusselator,29,167173618167992815/288230376151711744,published,endpoint,x,0x1.2d596edafb182p+1,0x1.434fc712e3c12p+1,0x1.2d596edafb182p+1,0x1.434fc712e3c12p+1,True,1.0
brusselator,29,167173618167992815/288230376151711744,published,endpoint,y,0x1.5f63b3606814bp+0,0x1.81b76c8caea22p+0,0x1.5f63b3606814bp+0,0x1.81b76c8caea22p+0,True,1.0
brusselator,29,167173618167992815/288230376151711744,published,tube,x,0x1.2d3201f7eab68p+1,0x1.43bce9a6f8c45p+1,0x1.2d3201f7eab68p+1,0x1.43bce9a6f8c45p+1,True,1.0
brusselator,29,167173618167992815/288230376151711744,published,tube,y,0x1.5a9af86bda696p+0,0x1.8d55eda6456d7p+0,0x1.5a9af86bda696p+0,0x1.8d55eda6456d7p+0,True,1.0
brusselator,29,167173618167992815/288230376151711744,common,endpoint,x,0x1.2d596edafb18ep+1,0x1.434fc712e3c06p+1,0x1.2d596edafb18ep+1,0x1.434fc712e3c06p+1,True,1.0
brusselator,29,167173618167992815/288230376151711744,common,endpoint,y,0x1.5f63b36068158p+0,0x1.81b76c8caea14p+0,0x1.5f63b36068158p+0,0x1.81b76c8caea14p+0,True,1.0
brusselator,29,167173618167992815/288230376151711744,common,tube,x,0x1.2d3201f7eab90p+1,0x1.43bce9a6f8c1dp+1,0x1.2d3201f7eab90p+1,0x1.43bce9a6f8c1dp+1,True,1.0
brusselator,29,167173618167992815/288230376151711744,common,tube,y,0x1.5a9af86bda6bdp+0,0x1.8d55eda6456aep+0,0x1.5a9af86bda6bdp+0,0x1.8d55eda6456aep+0,True,1.0
brusselator,30,86469112845513525/144115188075855872,published,endpoint,x,0x1.2d2f10be58cbdp+1,0x1.421bffa7c9b74p+1,0x1.2d2f10be58cbdp+1,0x1.421bffa7c9b74p+1,True,1.0
brusselator,30,86469112845513525/144115188075855872,published,endpoint,y,0x1.59f47e7ada603p+0,0x1.7b2a601dc31e4p+0,0x1.59f47e7ada603p+0,0x1.7b2a601dc31e4p+0,True,1.0
brusselator,30,86469112845513525/144115188075855872,published,tube,x,0x1.2d081b385708ap+1,0x1.42f1c39b0c8acp+1,0x1.2d081b385708ap+1,0x1.42f1c39b0c8acp+1,True,1.0
brusselator,30,86469112845513525/144115188075855872,published,tube,y,0x1.5552a779b324ap+0,0x1.85cae1d87ca66p+0,0x1.5552a779b324ap+0,0x1.85cae1d87ca66p+0,True,1.0
brusselator,30,86469112845513525/144115188075855872,common,endpoint,x,0x1.2d2f10be58ccbp+1,0x1.421bffa7c9b66p+1,0x1.2d2f10be58ccbp+1,0x1.421bffa7c9b66p+1,True,1.0
brusselator,30,86469112845513525/144115188075855872,common,endpoint,y,0x1.59f47e7ada610p+0,0x1.7b2a601dc31d7p+0,0x1.59f47e7ada610p+0,0x1.7b2a601dc31d7p+0,True,1.0
brusselator,30,86469112845513525/144115188075855872,common,tube,x,0x1.2d081b38570b2p+1,0x1.42f1c39b0c884p+1,0x1.2d081b38570b2p+1,0x1.42f1c39b0c884p+1,True,1.0
brusselator,30,86469112845513525/144115188075855872,common,tube,y,0x1.5552a779b3273p+0,0x1.85cae1d87ca40p+0,0x1.5552a779b3273p+0,0x1.85cae1d87ca40p+0,True,1.0
brusselator,31,178702833214061285/288230376151711744,published,endpoint,x,0x1.2ca851b1b4fa1p+1,0x1.4081043a9f4dbp+1,0x1.2ca851b1b4fa1p+1,0x1.4081043a9f4dbp+1,True,1.0
brusselator,31,178702833214061285/288230376151711744,published,endpoint,y,0x1.555c42d6819dep+0,0x1.755f76829e91ap+0,0x1.555c42d6819dep+0,0x1.755f76829e91ap+0,True,1.0
brusselator,31,178702833214061285/288230376151711744,published,tube,x,0x1.2c8255fff215ap+1,0x1.41b79bceb4961p+1,0x1.2c8255fff215ap+1,0x1.41b79bceb4961p+1,True,1.0
brusselator,31,178702833214061285/288230376151711744,published,tube,y,0x1.50e827fb6287ap+0,0x1.7f05a8044f84cp+0,0x1.50e827fb6287ap+0,0x1.7f05a8044f84cp+0,True,1.0
brusselator,31,178702833214061285/288230376151711744,common,endpoint,x,0x1.2ca851b1b4fb0p+1,0x1.4081043a9f4cdp+1,0x1.2ca851b1b4fb0p+1,0x1.4081043a9f4cdp+1,True,1.0
brusselator,31,178702833214061285/288230376151711744,common,endpoint,y,0x1.555c42d6819edp+0,0x1.755f76829e90bp+0,0x1.555c42d6819edp+0,0x1.755f76829e90bp+0,True,1.0
brusselator,31,178702833214061285/288230376151711744,common,tube,x,0x1.2c8255fff2183p+1,0x1.41b79bceb493ap+1,0x1.2c8255fff2183p+1,0x1.41b79bceb493ap+1,True,1.0
brusselator,31,178702833214061285/288230376151711744,common,tube,y,0x1.50e827fb628a3p+0,0x1.7f05a8044f824p+0,0x1.50e827fb628a3p+0,0x1.7f05a8044f824p+0,True,1.0
brusselator,32,5764607523034235/9007199254740992,published,endpoint,x,0x1.2bc9e8938b078p+1,0x1.3e89561d057dbp+1,0x1.2bc9e8938b078p+1,0x1.3e89561d057dbp+1,True,1.0
brusselator,32,5764607523034235/9007199254740992,published,endpoint,y,0x1.518bf578870eep+0,0x1.704ecfbf28648p+0,0x1.518bf578870eep+0,0x1.704ecfbf28648p+0,True,1.0
brusselator,32,5764607523034235/9007199254740992,published,tube,x,0x1.2ba54e5ed4946p+1,0x1.4018be99cc053p+1,0x1.2ba54e5ed4946p+1,0x1.4018be99cc053p+1,True,1.0
brusselator,32,5764607523034235/9007199254740992,published,tube,y,0x1.4d4ab943e78b8p+0,0x1.790101ec05f2dp+0,0x1.4d4ab943e78b8p+0,0x1.790101ec05f2dp+0,True,1.0
brusselator,32,5764607523034235/9007199254740992,common,endpoint,x,0x1.2bc9e8938b087p+1,0x1.3e89561d057cdp+1,0x1.2bc9e8938b087p+1,0x1.3e89561d057cdp+1,True,1.0
brusselator,32,5764607523034235/9007199254740992,common,endpoint,y,0x1.518bf578870fcp+0,0x1.704ecfbf28639p+0,0x1.518bf578870fcp+0,0x1.704ecfbf28639p+0,True,1.0
brusselator,32,5764607523034235/9007199254740992,common,tube,x,0x1.2ba54e5ed496fp+1,0x1.4018be99cc02ap+1,0x1.2ba54e5ed496fp+1,0x1.4018be99cc02ap+1,True,1.0
brusselator,32,5764607523034235/9007199254740992,common,tube,y,0x1.4d4ab943e78e1p+0,0x1.790101ec05f04p+0,0x1.4d4ab943e78e1p+0,0x1.790101ec05f04p+0,True,1.0
brusselator,33,190232048260129755/288230376151711744,published,endpoint,x,0x1.2a99fd0323274p+1,0x1.3c3e3751d1ee8p+1,0x1.2a99fd0323274p+1,0x1.3c3e3751d1ee8p+1,True,1.0
brusselator,33,190232048260129755/288230376151711744,published,endpoint,y,0x1.4e73cf81b8fbep+0,0x1.6bf047d15be4cp+0,0x1.4e73cf81b8fbep+0,0x1.6bf047d15be4cp+0,True,1.0
brusselator,33,190232048260129755/288230376151711744,published,tube,x,0x1.2a771211e3d37p+1,0x1.3e1e6e7b36564p+1,0x1.2a771211e3d37p+1,0x1.3e1e6e7b36564p+1,True,1.0
brusselator,33,190232048260129755/288230376151711744,published,tube,y,0x1.4a68baa1d6cb2p+0,0x1.73b726bab0fc2p+0,0x1.4a68baa1d6cb2p+0,0x1.73b726bab0fc2p+0,True,1.0
brusselator,33,190232048260129755/288230376151711744,common,endpoint,x,0x1.2a99fd0323281p+1,0x1.3c3e3751d1edbp+1,0x1.2a99fd0323281p+1,0x1.3c3e3751d1edbp+1,True,1.0
brusselator,33,190232048260129755/288230376151711744,common,endpoint,y,0x1.4e73cf81b8fcap+0,0x1.6bf047d15be3fp+0,0x1.4e73cf81b8fcap+0,0x1.6bf047d15be3fp+0,True,1.0
brusselator,33,190232048260129755/288230376151711744,common,tube,x,0x1.2a771211e3d60p+1,0x1.3e1e6e7b3653bp+1,0x1.2a771211e3d60p+1,0x1.3e1e6e7b3653bp+1,True,1.0
brusselator,33,190232048260129755/288230376151711744,common,tube,y,0x1.4a68baa1d6cd9p+0,0x1.73b726bab0f9ap+0,0x1.4a68baa1d6cd9p+0,0x1.73b726bab0f9ap+0,True,1.0
brusselator,34,97998327891581995/144115188075855872,published,endpoint,x,0x1.291e7a9934fa4p+1,0x1.39a8ff435b7acp+1,0x1.291e7a9934fa4p+1,0x1.39a8ff435b7acp+1,True,1.0
