accepted_boundary_index_after,accepted_boundary_index_before,accepted_mask,active_columns_after,actual_rejections,actual_status,attempt_index,committed_to_frozen_prefix,conservation_mask,endpoint_publication_mask,endpoint_total_width,event_count_after,evicted_width,expected_status,finite_mask,h_actual_hex,h_attempted_hex,lane,materialized_total_width,no_double_count_mask,nonlinear_residual_width,ordinary_width,schedule_match,source_decomposition_mask,structured_incremental_width,t_before_hex,tube_publication_mask,tube_total_width
307,306,,,0,accepted,306,False,,,,,,accepted,,0x1.afc77e49b773dp-9,0x1.afc77e49b773dp-9,L0,,,,,True,,,0x1.9933d9d564866p+2,,
,307,,,1,rejected,307,False,,,,,,rejected,,0x1.daf50aeab032ap-9,0x1.daf50aeab032ap-9,L0,,,,,True,,,0x1.9969d2c52dbd5p+2,,
1,0,True,0,3,accepted,0,True,True,True,5.261706049034085e-05,1,2e-323,accepted,True,0x1.999999999999ap-7,0x1.999999999999ap-4,L1,0.0008041199767171221,True,6.937e-321,0.000804119976717122,True,True,1.0842021724855044e-19,0x0.0p+0,True,5.261706049034077e-05
2,1,True,0,0,accepted,1,True,True,True,0.00011728534421163958,2,2e-323,accepted,True,0x1.c28f5c28f5c2ap-7,0x1.c28f5c28f5c2ap-7,L1,0.0014594654830910974,True,6.02e-321,0.0014594654830910971,True,True,2.168404344971009e-19,0x1.999999999999ap-7,True,6.392312887391258e-05
3,2,True,0,0,accepted,2,True,True,True,0.00019751041672028165,3,2e-323,accepted,True,0x1.ef9db22d0e562p-7,0x1.ef9db22d0e562p-7,L1,0.002052899986776087,True,5.464e-321,0.0020528999867760866,True,True,4.336808689942018e-19,0x1.ae147ae147ae2p-6,True,7.848983009017986e-05
4,3,True,0,0,accepted,3,True,True,True,0.00029789454461587105,4,2e-323,accepted,True,0x1.1096bb98c7e29p-6,0x1.1096bb98c7e29p-6,L1,0.0026409168444715245,True,4.96e-321,0.002640916844471524,True,True,4.336808689942018e-19,0x1.52f1a9fbe76cap-5,True,9.73649976425272e-05
5,4,True,0,0,accepted,4,True,True,True,0.0004243786253066603,5,2e-323,accepted,True,0x1.2bd9018e75794p-6,0x1.2bd9018e75794p-6,L1,0.00326822188714185,True,4.496e-321,0.0032682218871418495,True,True,4.336808689942018e-19,0x1.db3d07c84b5dep-5,True,0.00012184622503993796
6,5,True,0,0,accepted,5,True,True,True,0.0005871307027882294,6,2e-323,accepted,True,0x1.49d51b4fe79f0p-6,0x1.49d51b4fe79f0p-6,L1,0.003995101697957953,True,4.28e-321,0.003995101697957952,True,True,8.673617379884035e-19,0x1.3894c447c30d4p-4,True,0.00015614765445359118
7,6,True,0,1,accepted,6,True,True,True,0.0006480074364093165,7,2e-323,accepted,True,0x1.6ad0d13e4b955p-7,0x1.6ad0d13e4b955p-6,L1,0.0041662990754016685,True,4.16e-321,0.0041662990754016685,True,True,0.0,0x1.8b0a0b1bbcf50p-4,True,5.599967903048657e-05
8,7,True,0,0,accepted,7,True,True,True,0.0007205945094978256,8,2e-323,accepted,True,0x1.8f18e62aecbdep-7,0x1.8f18e62aecbdep-7,L1,0.00438900008107289,True,4.05e-321,0.00438900008107289,True,True,0.0,0x1.b86425438667bp-4,True,6.677084233733897e-05
9,8,True,0,0,accepted,8,True,True,True,0.0008083983588683579,9,2e-323,accepted,True,0x1.b701c9fc046a8p-7,0x1.b701c9fc046a8p-7,L1,0.00467951539735337,True,3.96e-321,0.004679515397353369,True,True,8.673617379884035e-19,0x1.ea474208e3ff7p-4,True,8.091382930120563e-05
10,9,True,0,0,accepted,9,True,True,True,0.0009161588613588901,10,2e-323,accepted,True,0x1.e2e85e2ed1a86p-7,0x1.e2e85e2ed1a86p-7,L1,0.005059770673500555,True,3.893e-321,0.005059770673500555,True,True,0.0,0x1.1093bda432466p-3,True,9.967590063432662e-05
11,10,True,0,0,accepted,10,True,True,True,0.001048967598089961,11,2e-323,accepted,True,0x1.0999670026830p-6,0x1.0999670026830p-6,L1,0.005552931620390605,True,3.824e-321,0.005552931620390603,True,True,1.734723475976807e-18,0x1.2ec243871f60ep-3,True,0.00012345510331458908
12,11,True,0,0,accepted,11,True,True,True,0.001212867862949237,12,2e-323,accepted,True,0x1.2428be19c3f68p-6,0x1.2428be19c3f68p-6,L1,0.006188453748565107,True,3.785e-321,0.006188453748565107,True,True,0.0,0x1.4ff5706724314p-3,True,0.00015330528729273022
13,12,True,0,0,accepted,12,True,True,True,0.001414643279520655,13,2e-323,accepted,True,0x1.4160044f8ac26p-6,0x1.4160044f8ac26p-6,L1,0.006980624459291419,True,3.755e-321,0.006980624459291417,True,True,1.734723475976807e-18,0x1.747a882a5cb01p-3,True,0.000190158988359655
14,13,True,0,1,accepted,13,True,True,True,0.00148260257793429,14,2e-323,accepted,True,0x1.618337f118a2ap-7,0x1.618337f118a2ap-6,L1,0.007211290596112003,True,3.794e-321,0.007211290596112002,True,True,8.673617379884035e-19,0x1.9ca688b44e086p-3,True,6.096690835610774e-05
15,14,True,0,0,accepted,14,True,True,True,0.0015624250126213839,15,2e-323,accepted,True,0x1.84dd23ef9b195p-7,0x1.84dd23ef9b195p-7,L1,0.007504194021628979,True,3.794e-321,0.007504194021628978,True,True,8.673617379884035e-19,0x1.b2bebc335f929p-3,True,7.214493126005706e-05
16,15,True,0,0,accepted,15,True,True,True,0.001656330535338332,16,2e-323,accepted,True,0x1.abc00dedf768bp-7,0x1.abc00dedf768bp-7,L1,0.007873544675595114,True,3.755e-321,0.007873544675595114,True,True,0.0,0x1.cb0c8e7259442p-3,True,8.560136603528861e-05
17,16,True,0,0,accepted,16,True,True,True,0.0017668859830318826,17,2e-323,accepted,True,0x1.d68675b8f68cdp-7,0x1.d68675b8f68cdp-7,L1,0.008337054633019989,True,3.775e-321,0.008337054633019987,True,True,1.734723475976807e-18,0x1.e5c88f5138babp-3,True,0.00010176914896545502
18,17,True,0,0,accepted,17,True,True,True,0.001896818235252408,18,2e-323,accepted,True,0x1.02c9f3f2879a4p-6,0x1.02c9f3f2879a4p-6,L1,0.008916180026056129,True,3.804e-321,0.008916180026056127,True,True,1.734723475976807e-18,0x1.01987b566411cp-2,True,0.00012094061401704376
19,18,True,0,0,accepted,18,True,True,True,0.002048884407689555,19,2e-323,accepted,True,0x1.1caaf2bdfb902p-6,0x1.1caaf2bdfb902p-6,L1,0.009637143910257578,True,3.844e-321,0.009637143910257577,True,True,1.734723475976807e-18,0x1.11c51a958c8b6p-2,True,0.0001433411475669825
20,19,True,0,0,accepted,19,True,True,True,0.0022255692116594614,20,2e-323,accepted,True,0x1.3922716a94b83p-6,0x1.3922716a94b83p-6,L1,0.010531863359174436,True,3.903e-321,0.010531863359174434,True,True,1.734723475976807e-18,0x1.238fc9c16c446p-2,True,0.0001689766886661789
21,20,True,0,0,accepted,20,True,True,True,0.0024287339677634143,21,2e-323,accepted,True,0x1.5872aff53d311p-6,0x1.5872aff53d311p-6,L1,0.011632940285877625,True,3.98e-321,0.011632940285877625,True,True,0.0,0x1.3721f0d8158fep-2,True,0.00019760564617032607
22,21,True,0,1,accepted,21,True,True,True,0.002491501068596557,22,2e-323,accepted,True,0x1.7ae48e5a901c6p-7,0x1.7ae48e5a901c6p-6,L1,0.01208033326818787,True,4.04e-321,0.012080333268187868,True,True,1.734723475976807e-18,0x1.4ca91bd76962fp-2,True,6.03683581542312e-05
23,22,True,0,0,accepted,22,True,True,True,0.0025626645615036718,23,2e-323,accepted,True,0x1.a0c836306b527p-7,0x1.a0c836306b527p-7,L1,0.012614533285871535,True,4.09e-321,0.012614533285871535,True,True,0.0,0x1.5880404a3de3dp-2,True,6.929072010954817e-05
24,23,True,0,0,accepted,23,True,True,True,0.002643010467230648,24,2e-323,accepted,True,0x1.ca75d53542dacp-7,0x1.ca75d53542dacp-7,L1,0.013252645913193781,True,4.16e-321,0.013252645913193776,True,True,5.204170427930421e-18,0x1.658681fbc13e6p-2,True,7.936234609670252e-05
25,24,True,0,0,accepted,24,True,True,True,0.0027331762195495542,25,2e-323,accepted,True,0x1.f84e6a876323ep-7,0x1.f84e6a876323ep-7,L1,0.014015089235045972,True,4.16e-321,0.014015089235045967,True,True,5.204170427930421e-18,0x1.73da30a56b553p-2,True,9.05744711464629e-05
26,25,True,0,0,accepted,25,True,True,True,0.002833477500222796,26,2e-323,accepted,True,0x1.155e5430dced6p-6,0x1.155e5430dced6p-6,L1,0.014925946074007818,True,4.26e-321,0.014925946074007816,True,True,1.734723475976807e-18,0x1.839ca3f9a66e5p-2,True,0.00010278407199024312
27,26,True,0,0,accepted,26,True,True,True,0.0029437583616269414,27,2e-323,accepted,True,0x1.311af635bfd1fp-6,0x1.311af635bfd1fp-6,L1,0.01601367373349414,True,4.377e-321,0.01601367373349414,True,True,0.0,0x1.94f2893cb43d2p-2,True,0.00011574040065553556
28,27,True,0,0,accepted,27,True,True,True,0.003063120797536093,28,2e-323,accepted,True,0x1.4f9da86e53009p-6,0x1.4f9da86e53009p-6,L1,0.01731143058725695,True,4.565e-321,0.01731143058725695,True,True,0.0,0x1.a80438a0103a4p-2,True,0.0001289648227127934
29,28,True,0,0,accepted,28,True,True,True,0.0031907030449292257,29,2e-323,accepted,True,0x1.712d6c795b4d7p-6,0x1.712d6c795b4d7p-6,L1,0.018862271596704637,True,4.733e-321,0.018862271596704637,True,True,0.0,0x1.bcfe1326f56a5p-2,True,0.0001427909597908641
30,29,True,0,0,accepted,29,True,True,True,0.003325003867208621,30,2e-323,accepted,True,0x1.96185db8b13bap-6,0x1.96185db8b13bap-6,L1,0.02071840126747229,True,4.9e-321,0.020718401267472285,True,True,6.938893903907228e-18,0x1.d410e9ee8b1f2p-2,True,0.00015692657438490904
31,30,True,0,0,accepted,30,True,True,True,0.0034689522292054554,31,2e-323,accepted,True,0x1.beb46717f6280p-6,0x1.beb46717f6280p-6,L1,0.022969393608985117,True,5.247e-321,0.022969393608985113,True,True,3.469446951953614e-18,0x1.ed726fca1632ep-2,True,0.00017616985790148607
32,31,True,0,1,accepted,31,True,True,True,0.0035033587651788958,32,2e-323,accepted,True,0x1.eb600b00c1f8dp-7,0x1.eb600b00c1f8dp-6,L1,0.02408566632537691,True,5.395e-321,0.02408566632537691,True,True,0.0,0x1.04aedb1dcacabp-1,True,5.4883551230918044e-05
33,32,True,0,0,accepted,32,True,True,True,0.0035408573857882374,33,2e-323,accepted,True,0x1.0e419fa6d115bp-6,0x1.0e419fa6d115bp-6,L1,0.02538198940947052,True,5.563e-321,0.02538198940947052,True,True,0.0,0x1.0c5c5b49cdd29p-1,True,6.181475936581756e-05
34,33,True,0,0,accepted,33,True,True,True,0.003581499707595765,34,2e-323,accepted,True,0x1.29482f9de5fe5p-6,0x1.29482f9de5fe5p-6,L1,0.026888128172637082,True,5.76e-321,0.02688812817263708,True,True,3.469446951953614e-18,0x1.14ce6847045b4p-1,True,6.962343985479052e-05
35,34,True,0,0,accepted,34,True,True,True,0.0036252987898305034,35,2e-323,accepted,True,0x1.47029ac749cb0p-6,0x1.47029ac749cb0p-6,L1,0.028613487653845592,True,5.98e-321,0.028613487653845585,True,True,6.938893903907228e-18,0x1.1e18a9c3f38b3p-1,True,7.84330688214947e-05
36,35,True,0,0,accepted,35,True,True,True,0.003672222128022289,36,2e-323,accepted,True,0x1.67b610a8045f5p-6,0x1.67b610a8045f5p-6,L1,0.030624501250607852,True,6.176e-321,0.030624501250607845,True,True,6.938893903907228e-18,0x1.2850be9a2dd98p-1,True,8.83534172988368e-05
37,36,True,0,0,accepted,36,True,True,True,0.003721975296344115,37,2e-323,accepted,True,0x1.8baeabec04cf4p-6,0x1.8baeabec04cf4p-6,L1,0.03298069257213275,True,6.52e-321,0.03298069257213275,True,True,0.0,0x1.338e6f1f6dfc8p-1,True,9.933936261773802e-05
38,37,True,0,0,accepted,37,True,True,True,0.003774183138511243,38,2e-323,accepted,True,0x1.b34023839ee40p-6,0x1.b34023839ee40p-6,L1,0.035745313063616335,True,6.868e-321,0.03574531306361633,True,True,6.938893903907228e-18,0x1.3febe47ece230p-1,True,0.00011133556460561242
39,38,True,0,0,accepted,38,True,True,True,0.003828557483078399,39,2e-323,accepted,True,0x1.dec68d772ec7ap-6,0x1.dec68d772ec7ap-6,L1,0.03899399922319362,True,7.263e-321,0.03899399922319361,True,True,6.938893903907228e-18,0x1.4d85e59aeb1a2p-1,True,0.00012450836636101754
40,39,True,0,0,accepted,39,True,True,True,0.0038876475275918,40,2e-323,accepted,True,0x1.07539a9b26877p-5,0x1.07539a9b26877p-5,L1,0.04275780435242635,True,7.56e-321,0.04275780435242634,True,True,6.938893903907228e-18,0x1.5c7c1a06a4906p-1,True,0.0001420972193264575
41,40,True,0,0,accepted,40,True,True,True,0.003950973798627503,41,2e-323,accepted,True,0x1.21a8c3aaaa61dp-5,0x1.21a8c3aaaa61dp-5,L1,0.04719504837728021,True,7.974e-321,0.04719504837728021,True,True,0.0,0x1.6cf153b056f8dp-1,True,0.00016130458595952637
42,41,True,0,0,accepted,41,True,True,True,0.004017280650987821,42,2e-323,accepted,True,0x1.3ea00a6eee9edp-5,0x1.3ea00a6eee9edp-5,L1,0.052450463372760034,True,8.567e-321,0.05245046337276003,True,True,6.938893903907228e-18,0x1.7f0bdfeb019efp-1,True,0.0001815571938069268
43,42,True,0,1,accepted,42,True,True,True,0.0040053252426064355,43,2e-323,accepted,True,0x1.5e7cd846d3485p-6,0x1.5e7cd846d3485p-5,L1,0.055029577322597376,True,8.913e-321,0.05502957732259737,True,True,6.938893903907228e-18,0x1.92f5e091f088ep-1,True,5.619630049399096e-05
44,43,True,0,0,accepted,43,True,True,True,0.00399314793011165,44,2e-323,accepted,True,0x1.8189544de8693p-6,0x1.8189544de8693p-6,L1,0.05794959131700375,True,9.407e-321,0.057949591317003744,True,True,6.938893903907228e-18,0x1.9de9c75427232p-1,True,6.342481729054414e-05
45,44,True,0,0,accepted,44,True,True,True,0.003988667532202107,45,2e-323,accepted,True,0x1.a8170fef4c73cp-6,0x1.a8170fef4c73cp-6,L1,0.06134698239936577,True,9.87e-321,0.061346982399365764,True,True,6.938893903907228e-18,0x1.a9f611f696667p-1,True,7.269585140671006e-05
46,45,True,0,0,accepted,45,True,True,True,0.003995462238611272,46,2e-323,accepted,True,0x1.d27fc4ba6db29p-6,0x1.d27fc4ba6db29p-6,L1,0.06533733133239097,True,1.0385e-320,0.06533733133239097,True,True,0.0,0x1.b736ca7610ca1p-1,True,8.160825774995015e-05
47,46,True,0,0,accepted,46,True,True,True,0.004016018348051634,47,2e-323,accepted,True,0x1.00931299bc557p-5,0x1.00931299bc557p-5,L1,0.07004725505557433,True,1.099e-320,0.0700472550555743,True,True,2.7755575615628914e-17,0x1.c5cac89be437ap-1,True,9.141281681502432e-05
48,47,True,0,0,accepted,47,True,True,True,0.004053535672262154,48,2e-323,accepted,True,0x1.1a3b6142b5913p-5,0x1.1a3b6142b5913p-5,L1,0.07560736305483912,True,1.152e-320,0.07560736305483912,True,True,0.0,0x1.d5d3f9c57ffcfp-1,True,0.00010255577575855944
49,48,True,0,0,accepted,48,True,True,True,0.004111338642445759,49,2e-323,accepted,True,0x1.367484962e1fcp-5,0x1.367484962e1fcp-5,L1,0.08197131209554298,True,1.2243e-320,0.08197131209554295,True,True,2.7755575615628914e-17,0x1.e777afd9ab560p-1,True,0.00011485037001250281
50,49,True,0,0,accepted,49,True,True,True,0.004194190714069882,50,2e-323,accepted,True,0x1.55802b71ff896p-5,0x1.55802b71ff896p-5,L1,0.08950786986876674,True,1.3063e-320,0.08950786986876672,True,True,2.7755575615628914e-17,0x1.fadef8230e380p-1,True,0.00012923012374218486
51,50,True,0,0,accepted,50,True,True,True,0.0043066386711210075,51,2e-323,accepted,True,0x1.77a6963099172p-5,0x1.77a6963099172p-5,L1,0.09845679209755082,True,1.398e-320,0.0984567920975508,True,True,1.3877787807814457e-17,0x1.081b7d6d17185p+0,True,0.00014511470167339837
52,51,True,0,0,accepted,51,True,True,True,0.004454002151009474,52,2e-323,accepted,True,0x1.9d373ecf0eccbp-5,0x1.9d373ecf0eccbp-5,L1,0.10909230032372216,True,1.499e-320,0.10909230032372214,True,True,2.7755575615628914e-17,0x1.13d8b21e9be11p+0,True,0.00016257894083131496
53,52,True,0,0,accepted,52,True,True,True,0.004642959155555494,53,2e-323,accepted,True,0x1.c68991e3c37adp-5,0x1.c68991e3c37adp-5,L1,0.12172251246064943,True,1.6077e-320,0.12172251246064938,True,True,4.163336342344337e-17,0x1.20c26c1514577p+0,True,0.0001819592636523207
54,53,True,0,0,accepted,53,True,True,True,0.004881773529708759,54,2e-323,accepted,True,0x1.f3fdba1423d3fp-5,0x1.f3fdba1423d3fp-5,L1,0.13664990783499992,True,1.7213e-320,0.13664990783499986,True,True,5.551115123125783e-17,0x1.2ef6b8a432734p+0,True,0.00020333243674657903
55,54,True,0,1,accepted,54,True,True,True,0.004986795548487059,55,2e-323,accepted,True,0x1.12febff17a1b0p-5,0x1.12febff17a1b0p-4,L1,0.14408029442358344,True,1.7796e-320,0.14408029442358344,True,True,0.0,0x1.3e96a674d391ep+0,True,7.404991016503037e-05
56,55,True,0,0,accepted,55,True,True,True,0.005115395143518435,56,2e-323,accepted,True,0x1.2e7e9ff00650fp-5,0x1.2e7e9ff00650fp-5,L1,0.15246518573484955,True,1.8715e-320,0.15246518573484952,True,True,2.7755575615628914e-17,0x1.472e9c745f62cp+0,True,8.266033314430649e-05
57,56,True,0,0,accepted,56,True,True,True,0.0052725605857005435,57,2e-323,accepted,True,0x1.4cbe7cbb3a25ep-5,0x1.4cbe7cbb3a25ep-5,L1,0.1618993975794167,True,1.934e-320,0.16189939757941668,True,True,2.7755575615628914e-17,0x1.50a29173df954p+0,True,9.245396041435426e-05
58,57,True,0,0,accepted,57,True,True,True,0.0054645185747446735,58,2e-323,accepted,True,0x1.6e04bc678cc35p-5,0x1.6e04bc678cc35p-5,L1,0.1724620035015398,True,1.992e-320,0.17246200350153978,True,True,2.7755575615628914e-17,0x1.5b088559b9667p+0,True,0.00010363025932259098
59,58,True,0,0,accepted,58,True,True,True,0.005699220103392233,59,2e-323,accepted,True,0x1.929ecf3eb4708p-5,0x1.929ecf3eb4708p-5,L1,0.18420195851044308,True,2.0444e-320,0.18420195851044308,True,True,0.0,0x1.6678ab3cf5cc9p+0,True,0.00011648201411200346
60,59,True,0,0,accepted,59,True,True,True,0.005987005410151764,60,2e-323,accepted,True,0x1.bae1e3f82ce23p-5,0x1.bae1e3f82ce23p-5,L1,0.19711933422853006,True,2.086e-320,0.19711933422853004,True,True,2.7755575615628914e-17,0x1.730da1b6eb701p+0,True,0.00013138610108350408
61,60,True,0,0,accepted,60,True,True,True,0.006341625939357977,61,2e-323,accepted,True,0x1.e72badf764927p-5,0x1.e72badf764927p-5,L1,0.2111527577853789,True,2.1097e-320,0.21115275778537884,True,True,5.551115123125783e-17,0x1.80e4b0d6acd72p+0,True,0.00014886682110201512
62,61,True,0,0,accepted,61,True,True,True,0.006781772939743403,62,2e-323,accepted,True,0x1.0bf19fae77509p-4,0x1.0bf19fae77509p-4,L1,0.22616438090505275,True,2.1116e-320,0.22616438090505275,True,True,0.0,0x1.901e0e4667fbbp+0,True,0.00016964238662397067
63,62,True,0,0,accepted,62,True,True,True,0.0073334589199393,63,2e-323,accepted,True,0x1.26bcfc731cd8ap-4,0x1.26bcfc731cd8ap-4,L1,0.2419297406469633,True,2.083e-320,0.2419297406469633,True,True,0.0,0x1.a0dd28414f70cp+0,True,0.00019473646344559032
64,63,True,0,1,accepted,63,True,True,True,0.007640560072485066,64,2e-323,accepted,True,0x1.443648e506218p-5,0x1.443648e506218p-4,L1,0.24900125728244427,True,2.0563e-320,0.24900125728244418,True,True,8.326672684688674e-17,0x1.b348f808813e5p+0,True,7.925578639984341e-05
65,64,True,0,0,accepted,64,True,True,True,0.008007101652845242,65,2e-323,accepted,True,0x1.64a21cfbed24ep-5,0x1.64a21cfbed24ep-5,L1,0.2564544353398738,True,2.018e-320,0.2564544353398738,True,True,0.0,0x1.bd6aaa4fa96f6p+0,True,8.886131659872048e-05
66,65,True,0,0,accepted,65,True,True,True,0.008448001733152775,66,2e-323,accepted,True,0x1.884becaeb80f0p-5,0x1.884becaeb80f0p-5,L1,0.26426333430709004,True,1.9674e-320,0.26426333430709004,True,True,0.0,0x1.c88fbb3788d88p+0,True,0.00010011327630566096
67,66,True,0,0,accepted,66,True,True,True,0.008983088368565081,67,2e-323,accepted,True,0x1.af86b78cfdaa2p-5,0x1.af86b78cfdaa2p-5,L1,0.2724008294429804,True,1.903e-320,0.2724008294429803,True,True,1.1102230246251565e-16,0x1.d4d21a9cfe990p+0,True,0.00011346564923171022
68,67,True,0,0,accepted,67,True,True,True,0.00963914086817447,68,2e-323,accepted,True,0x1.daadc9e7e3d4cp-5,0x1.daadc9e7e3d4cp-5,L1,0.2808462900085148,True,1.825e-320,0.28084629000851474,True,True,5.551115123125783e-17,0x1.e24e505966865p+0,True,0.00012956843339769107
69,68,True,0,0,accepted,68,True,True,True,0.010452892048068273,69,2e-323,accepted,True,0x1.0512c8a5f081dp-4,0x1.0512c8a5f081dp-4,L1,0.2895890573527502,True,1.73e-320,0.28958905735275015,True,True,5.551115123125783e-17,0x1.f123bea8a5a4fp+0,True,0.0001493552162114387
70,69,True,0,0,accepted,69,True,True,True,0.01147543774289237,70,2e-323,accepted,True,0x1.1f2e431ceef54p-4,0x1.1f2e431ceef54p-4,L1,0.29866059878043716,True,1.594e-320,0.2986605987804371,True,True,5.551115123125783e-17,0x1.00ba759982568p+1,True,0.0001741626930085352
71,70,True,0,0,accepted,70,True,True,True,0.012778567804626401,71,2e-323,accepted,True,0x1.3be6169fd3a76p-4,0x1.3be6169fd3a76p-4,L1,0.30813482852401863,True,1.4753e-320,0.3081348285240185,True,True,1.1102230246251565e-16,0x1.09b3e7b269ce3p+1,True,0.00020586777646995212
72,71,True,0,1,accepted,71,True,True,True,0.0135550056869888,72,2e-323,accepted,True,0x1.5b7d18e3026b5p-5,0x1.5b7d18e3026b5p-4,L1,0.3125210054563904,True,1.41e-320,0.3125210054563903,True,True,1.1102230246251565e-16,0x1.13931867686b7p+1,True,8.344536506447022e-05
73,72,True,0,0,accepted,72,True,True,True,0.01448588695231785,73,2e-323,accepted,True,0x1.7e3cce934f761p-5,0x1.7e3cce934f761p-5,L1,0.3172477177767862,True,1.34e-320,0.3172477177767861,True,True,5.551115123125783e-17,0x1.19010ccaf4752p+1,True,9.425944255873515e-05
74,73,True,0,0,accepted,73,True,True,True,0.015610629907956983,74,2e-323,accepted,True,0x1.a476166ed7685p-5,0x1.a476166ed7685p-5,L1,0.32238083185892596,True,1.265e-320,0.32238083185892596,True,True,0.0,0x1.1efa000541b30p+1,True,0.00010768493930360347
75,74,True,0,0,accepted,74,True,True,True,0.016980268634842914,75,2e-323,accepted,True,0x1.ce81e579ecf2dp-5,0x1.ce81e579ecf2dp-5,L1,0.3280262079469595,True,1.185e-320,0.32802620794695947,True,True,5.551115123125783e-17,0x1.258bd85efd10ap+1,True,0.00012535938800589756
76,75,True,0,0,accepted,75,True,True,True,0.018659320457907573,76,2e-323,accepted,True,0x1.fcc216061e3e5p-5,0x1.fcc216061e3e5p-5,L1,0.33434339578836325,True,1.102e-320,0.33434339578836314,True,True,1.1102230246251565e-16,0x1.2cc5dff4e4c47p+1,True,0.0001495804734664622
77,76,True,0,0,accepted,76,True,True,True,0.020727471504533218,77,2e-323,accepted,True,0x1.17d125b690a25p-4,0x1.17d125b690a25p-4,L1,0.34160732342841926,True,1.016e-320,0.34160732342841915,True,True,1.1102230246251565e-16,0x1.34b8e84cfd3d7p+1,True,0.0001860490599435153
78,77,True,0,1,accepted,77,True,True,True,0.02193217859813836,78,2e-323,accepted,True,0x1.33cc7648d24c3p-5,0x1.33cc7648d24c3p-4,L1,0.3454047413987409,True,9.723e-321,0.3454047413987409,True,True,0.0,0x1.3d77717ab1c28p+1,True,7.411441672663438e-05
79,78,True,0,0,accepted,78,True,True,True,0.023327269292949822,79,2e-323,accepted,True,0x1.52941bb680ed7p-5,0x1.52941bb680ed7p-5,L1,0.3497724620235342,True,9.27e-321,0.34977246202353407,True,True,1.1102230246251565e-16,0x1.4246a353d50bbp+1,True,8.785401923950771e-05
80,79,True,0,0,accepted,79,True,True,True,0.02493643641483703,80,2e-323,accepted,True,0x1.746fb8158dd20p-5,0x1.746fb8158dd20p-5,L1,0.35487934709429997,True,8.943e-321,0.3548793470942999,True,True,5.551115123125783e-17,0x1.4790f3c2af0f6p+1,True,0.00010724706061607685
81,80,True,0,0,accepted,80,True,True,True,0.026774169253236033,81,2e-323,accepted,True,0x1.99ae174ae8cd7p-5,0x1.99ae174ae8cd7p-5,L1,0.360985237185377,True,8.48e-321,0.360985237185377,True,True,0.0,0x1.4d62b2a30546ap+1,True,0.00013560843394186614
82,81,True,0,0,accepted,81,True,True,True,0.02884749546268172,82,2e-323,accepted,True,0x1.c2a5e66c00154p-5,0x1.c2a5e66c00154p-5,L1,0.3687333437141624,True,8.16e-321,0.36873334371416233,True,True,5.551115123125783e-17,0x1.53c96b0030e9dp+1,True,0.0001962142055555937
83,82,True,0,1,accepted,82,True,True,True,0.03014813720143186,83,2e-323,accepted,True,0x1.efb67d76cce44p-6,0x1.efb67d76cce44p-5,L1,0.37537508678104664,True,7.954e-321,0.37537508678104664,True,True,0.0,0x1.5ad40299e0ea2p+1,True,9.6829737332748e-05
84,83,True,0,0,accepted,83,True,True,True,0.031760397094126105,84,2e-323,accepted,True,0x1.10a45e9af0b0cp-5,0x1.10a45e9af0b0cp-5,L1,0.3854430356769218,True,7.747e-321,0.38544303567692173,True,True,5.551115123125783e-17,0x1.5eb36f94ce83fp+1,True,0.00011551970713823676
85,84,True,0,0,accepted,84,True,True,True,0.033787031666303396,85,2e-323,accepted,True,0x1.2be801aa6f28ep-5,0x1.2be801aa6f28ep-5,L1,0.4006942572195948,True,7.57e-321,0.40069425721959473,True,True,5.551115123125783e-17,0x1.62f6010f3a46bp+1,True,0.00014077861809018292
86,85,True,0,0,accepted,85,True,True,True,0.036412044291562855,86,2e-323,accepted,True,0x1.49e59b6ead79dp-5,0x1.49e59b6ead79dp-5,L1,0.4233149725660974,True,7.4e-321,0.42331497256609735,True,True,5.551115123125783e-17,0x1.67a5a115e4035p+1,True,0.00018307480330240192
87,86,True,0,0,accepted,86,True,True,True,0.03987540653618745,87,2e-323,accepted,True,0x1.6ae2f7c68b9fap-5,0x1.6ae2f7c68b9fap-5,L1,0.4564932390689297,True,7.243e-321,0.4564932390689296,True,True,1.1102230246251565e-16,0x1.6ccd37839eb93p+1,True,0.00025027560425791063
88,87,True,0,1,accepted,87,True,True,True,0.04208195411114698,88,2e-323,accepted,True,0x1.8f2cdd5a6662dp-6,0x1.8f2cdd5a6662dp-5,L1,0.48098189592350055,True,7.213e-321,0.4809818959235004,True,True,1.6653345369377348e-16,0x1.7278c362b8e7bp+1,True,0.00012074523420860673
89,88,True,0,0,accepted,88,True,True,True,0.04478219076171705,89,2e-323,accepted,True,0x1.b717c049d7065p-6,0x1.b717c049d7065p-6,L1,0.5145905023415352,True,7.213e-321,0.5145905023415351,True,True,1.1102230246251565e-16,0x1.75971d1d6db47p+1,True,0.00014715993764426562
90,89,True,0,0,accepted,89,True,True,True,0.048113612808862324,90,2e-323,accepted,True,0x1.e30086b79fba3p-6,0x1.e30086b79fba3p-6,L1,0.5621877944732803,True,7.263e-321,0.5621877944732802,True,True,1.1102230246251565e-16,0x1.79054c9e01628p+1,True,0.00018155882395884596
