term_id,route_index,stable_call_hash,exponent_tuple,degree,coefficient_decimal,coefficient_hex,term_range_lower_decimal,term_range_lower_hex,term_range_upper_decimal,term_range_upper_hex,left_parent_id,right_parent_id,source_class,first_truncated_step,first_intervalization_operation
call44-discarded-route:b2f7f7541a0d8ed5af54d0f2,563,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,3]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e31e31848e2fe36ece6efce3,564,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,2]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:150a6b406eceedc6a32a48ed,565,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a12a6cc78c0f71e42b9c1f3e,566,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,0,2]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8e6f619113a9f108c33c977d,567,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,1,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3753acadedbc50ca95dd4310,568,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[6,0,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:0448d73525811691b4bd97f4,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9208a0cbe3d80db7cd29354d,569,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,2]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:14d1118383400698e5b8d9ee,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1a65bf27ccd3d092e2cc5714,570,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:6f98ec53d0f58304c2f1a460,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:a93c44631123ff23019085ed,571,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:029b8cfdbd3357f2b8ee7310,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c10783cfa4dee976b46b05a6,572,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,1]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:4233c8071391e648e0764f43,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:992fd1f0eaed696b065fe82c,573,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:3f76020da9f798bc1e2aaf81,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6be0aca356ec14eae7b8b56e,574,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:642470f2a375ec57c357ef66,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:7f2f02190f8b176a7e80e1ea,575,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,3]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:eb639315c414db3a4c4aaa62,576,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c867d85c07d7b803e0e4c4d9,577,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:181357960b83f5d09d046c8d,578,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,4,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:703c095f8322422b51fc99b3,579,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:5621cb1210b9375fd820a768,580,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,1]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:89504c7d698224a6ae00fc8a,581,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,3,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e2284aa5da37b5b02f9a9603,582,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,1]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:7bcd420ceabb9527c7cf9084,583,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:edc805f4d7b4166bb820d865,584,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,1,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c8c252c957a3ef627f085c3a,585,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,1,4]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:c31ca0fcdfe03d2db4f7802d,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:190f79004629c50aa0f3d75a,586,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,2,3]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:642c8350e0e8d01e069adbfb,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:cd35663ea91f14c00f0b6521,587,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,3,2]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:ef39f880c4251684b811c6df,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:eb7e6e123e03d551cfcb3313,588,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,4,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:b6d2ac845fb9de76cab40e83,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:49d9072deae09ed249676462,589,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[2,5,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:96b903635a9ac2a1dd0dc4de,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:72cdad06363bed880431f2d7,590,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,3]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:e95280f53e75f630ae3fa6d7,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:e96c0a3a34b025db35eda0c2,591,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,2]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6cd77c4a883958430386db56,592,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,3,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:21020ae94fcde9bbef8dd11b,593,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,4,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:2d9ee32747636153c8d93cf0,594,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,2]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d8aafd401bcc850cb1c20ee5,595,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,1]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:382cd594748b6900eabbc2b8,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9e77342c5b7fc3fa7b489c08,596,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,3,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:f16c307045648f43cde94143,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:08613b7b6b5685038afcf608,597,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,1,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:228ba1d3d6b8c0a58301df46,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:4a3fb0af0d769217ac324cb0,598,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,2,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:d6d1040febb2f92ecd395a37,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:23608381f6b4cf23fd56a682,599,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[6,1,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:527daf85b96932dadc07440f,candidate-y:4008ace6d696beba88c9261e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8614f391ea0ef41b0fc927d8,600,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,2]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:14d1118383400698e5b8d9ee,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9841a8e47a949efe79cc6539,601,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,1]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:6f98ec53d0f58304c2f1a460,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ad7da1eac8bb517e2b29b3a6,602,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:029b8cfdbd3357f2b8ee7310,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:471d5890e4fa03e054cdd383,603,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,1]",5,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:4233c8071391e648e0764f43,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c66d280506cacb7776b0bbba,604,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:3f76020da9f798bc1e2aaf81,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:178d9c846b9f712c180c19d6,605,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,0,0]",5,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:642470f2a375ec57c357ef66,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:9134902a799134ee9290bbc2,606,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,3]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:b3be3f8a718700aaf34598ac,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:1f3746956323abe1af41edd0,607,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:42732f30dbf9736de51f1158,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d32bf9465774e69aa62e2b43,608,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,1]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:148d122d22535dc981ee455f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:82ddd503a6e4b782dac35e75,609,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,3,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:d4504fc9f87e968ea933601c,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c0cbc1b47622dcc52ff1b5e4,610,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,2]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:4134f9a0dfa490c1c97d4d77,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:96c2d563726d28e496408939,611,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,1]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:6ab8d35e81ee93a5c5c99dd0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:8b3c060bdcb865e648e6c5ce,612,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:1254954689db019047ac132e,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:4a6c0f71ad982ebf1a61912b,613,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,0,1]",6,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:5f933a09c7cb10a705c7a485,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c235787a3206d4c294b36748,614,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,1,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:de8608182cf1ca2739b05568,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:ab1d2c5fa7760169839d70ae,615,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[6,0,0]",6,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:d90023eb499b9eb3055912a0,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6ca1ae0d9d6911f60f686ea4,616,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,0,4]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:c31ca0fcdfe03d2db4f7802d,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:d7f432a52bc3e6db129b5ac9,617,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,1,3]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:642c8350e0e8d01e069adbfb,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:34814fbff468d9be1b5bcd73,618,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,2,2]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:ef39f880c4251684b811c6df,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:5b3e592419260f785e84792e,619,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,3,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:b6d2ac845fb9de76cab40e83,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:98c7754676ae64a7831bc6c3,620,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[3,4,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:96b903635a9ac2a1dd0dc4de,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:3fb1a6124c2945edc5178b0e,621,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,0,3]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:e95280f53e75f630ae3fa6d7,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:140d983d6313bd9149a81abf,622,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,1,2]",7,-0,-0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:dd88d17a75be37f8b1936b80,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:041c7f9a216fbb0d012d9fdc,623,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,2,1]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:442111b8aab29e7f186653d3,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:c7d83b97188880579f8619b7,624,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[4,3,0]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:f7b71ceb64a8bb085492d14f,current_state_polynomial,307,call44_polynomial_truncation_range
call44-discarded-route:6c7633e5a827ace8fb26d178,625,b7613d231be82bea5afc477540342cfa04ee17a6448d7bfb5921dc70ae341a9d,"[5,0,2]",7,0,0x0.0p+0,-4.9406564584124654e-324,-0x0.0000000000001p-1022,4.9406564584124654e-324,0x0.0000000000001p-1022,x-square-cutoff:c6a1738a98fc3390841ab6d4,candidate-y:405a58c5ef187c64dcbf909b,current_state_polynomial,307,call44_polynomial_truncation_range
